firm_id,year,ntoken,short_hits,long_hits,ShortTerm,ShortTerm_A,ShortTerm_B,LongTerm,RD_intensity,Size,ROA,Lev,Age,Growth,Cash,true_intensity,source
F0036,2021,190,10,7,52.6316,36.8421,15.7895,36.8421,9.9989,20.2952,0.0059,0.7223,5.0,0.1884,0.1262,34.184,demo_synthetic
F0036,2022,184,8,7,43.4783,21.7391,21.7391,38.0435,9.8377,22.3381,0.0243,0.6058,19.0,-0.0687,0.0859,43.913,demo_synthetic
F0036,2023,187,7,6,37.4332,21.3904,16.0428,32.0856,11.0398,20.0925,0.1028,0.5902,18.0,0.0431,-0.0264,38.469,demo_synthetic
F0037,2019,189,1,12,5.291,5.291,0.0,63.4921,15.5445,22.0779,-0.0262,0.3493,20.0,0.1054,0.029,11.626,demo_synthetic
F0037,2020,190,4,10,21.0526,5.2632,15.7895,52.6316,12.685,21.3339,-0.0075,0.3239,25.0,0.162,0.0161,10.64,demo_synthetic
F0037,2021,181,1,9,5.5249,0.0,5.5249,49.7238,18.7927,24.357,0.0894,0.5222,5.0,0.1224,0.0576,4.966,demo_synthetic
F0037,2022,185,3,7,16.2162,10.8108,5.4054,37.8378,13.9229,20.961,0.0615,0.05,7.0,0.059,0.1384,19.639,demo_synthetic
F0037,2023,186,1,7,5.3763,0.0,5.3763,37.6344,14.1442,21.5806,0.047,0.5606,25.0,0.1731,0.1351,13.094,demo_synthetic
F0038,2019,193,4,7,20.7254,10.3627,10.3627,36.2694,15.7802,20.9693,0.0281,0.0825,17.0,0.2194,0.1604,20.17,demo_synthetic
F0038,2020,189,5,10,26.455,0.0,26.455,52.9101,14.7633,22.1861,0.0393,0.4685,8.0,0.337,0.0673,29.372,demo_synthetic
F0038,2021,185,3,10,16.2162,10.8108,5.4054,54.0541,15.679,22.1983,-0.0415,0.4609,24.0,0.0173,0.1914,18.32,demo_synthetic
F0038,2022,189,3,9,15.873,10.582,5.291,47.619,15.7652,23.6089,0.0564,0.4519,9.0,-0.0826,0.0972,30.878,demo_synthetic
F0038,2023,187,4,10,21.3904,16.0428,5.3476,53.4759,14.8845,23.9376,0.1175,0.4038,25.0,0.0254,-0.0399,29.384,demo_synthetic
F0039,2019,183,9,1,49.1803,32.7869,16.3934,5.4645,7.5222,20.4563,-0.0193,0.8011,21.0,0.1321,0.0756,51.505,demo_synthetic
F0039,2020,192,12,9,62.5,31.25,31.25,46.875,5.2028,19.6132,-0.0256,0.6133,25.0,0.1007,0.0422,42.233,demo_synthetic
F0039,2021,186,9,6,48.3871,21.5054,26.8817,32.2581,10.0744,24.0321,0.0819,0.4951,7.0,-0.2813,0.0738,44.085,demo_synthetic
F0039,2022,181,6,2,33.1492,22.0994,11.0497,11.0497,10.8695,22.1807,0.0002,0.3043,20.0,0.1243,0.1319,48.354,demo_synthetic
F0039,2023,189,13,5,68.7831,47.619,21.164,26.455,7.6718,22.1081,0.0291,0.3934,15.0,0.0528,-0.0064,55.016,demo_synthetic
F0040,2019,183,9,5,49.1803,38.2514,10.929,27.3224,9.2326,21.2574,0.071,0.4901,13.0,-0.1487,0.1057,44.861,demo_synthetic
F0040,2020,179,6,9,33.5196,5.5866,27.933,50.2793,13.2614,21.4589,0.0224,0.1623,4.0,0.0029,-0.0823,44.014,demo_synthetic
F0040,2021,180,5,3,27.7778,27.7778,0.0,16.6667,12.9384,21.0897,0.0434,0.4952,4.0,0.2758,0.1077,41.309,demo_synthetic
F0040,2022,179,5,5,27.933,22.3464,5.5866,27.933,12.0862,22.4853,0.1031,0.5343,24.0,0.1551,0.015,39.951,demo_synthetic
F0040,2023,186,8,7,43.0108,10.7527,32.2581,37.6344,10.71,20.5372,0.0609,0.2514,14.0,0.1664,-0.0353,39.039,demo_synthetic
F0041,2019,184,17,3,92.3913,43.4783,48.913,16.3043,6.6302,23.424,0.035,0.371,4.0,-0.2358,0.0653,54.666,demo_synthetic
F0041,2020,176,4,5,22.7273,11.3636,11.3636,28.4091,14.5931,23.0291,0.0265,0.5447,13.0,0.4568,-0.0045,46.468,demo_synthetic
F0041,2021,176,9,4,51.1364,17.0455,34.0909,22.7273,10.0999,22.7988,-0.0126,0.6273,14.0,-0.0936,0.0574,52.313,demo_synthetic
F0041,2022,184,17,2,92.3913,65.2174,27.1739,10.8696,4.4817,21.3797,0.0353,0.3306,10.0,-0.5697,-0.0275,65.317,demo_synthetic
F0041,2023,186,12,5,64.5161,37.6344,26.8817,26.8817,8.3769,20.7403,0.0393,0.7189,13.0,0.0297,0.0552,51.698,demo_synthetic
F0042,2019,177,7,6,39.548,5.6497,33.8983,33.8983,10.9954,22.0467,0.0936,0.5495,19.0,-0.2401,0.0091,50.185,demo_synthetic
F0042,2020,178,3,5,16.8539,5.618,11.236,28.0899,15.5426,20.6731,-0.0101,0.3908,16.0,0.356,0.0866,49.188,demo_synthetic
F0042,2021,183,11,6,60.1093,38.2514,21.8579,32.7869,9.8776,22.7751,0.0961,0.3852,19.0,0.0629,-0.0779,44.406,demo_synthetic
F0042,2022,179,11,5,61.4525,27.933,33.5196,27.933,12.7589,23.1001,0.0932,0.3854,6.0,0.1296,0.0925,47.585,demo_synthetic
F0042,2023,179,8,5,44.6927,22.3464,22.3464,27.933,10.4455,22.3163,0.0808,0.5615,18.0,-0.0114,0.1721,50.4,demo_synthetic
F0043,2019,179,6,8,33.5196,5.5866,27.933,44.6927,13.9557,22.7877,0.059,0.1566,4.0,-0.0903,0.1097,38.492,demo_synthetic
F0043,2020,188,9,10,47.8723,37.234,10.6383,53.1915,7.6114,20.0117,0.1468,0.3712,16.0,-0.0586,0.0596,38.893,demo_synthetic
F0043,2021,183,8,5,43.7158,10.929,32.7869,27.3224,12.0248,22.958,0.0674,0.8255,22.0,-0.0184,0.1936,44.917,demo_synthetic
F0043,2022,182,6,5,32.967,21.978,10.989,27.4725,13.2821,22.4613,0.0319,0.7177,1.0,0.25,-0.0206,35.532,demo_synthetic
F0043,2023,190,13,3,68.4211,36.8421,31.5789,15.7895,8.4622,22.8195,0.0056,0.4309,20.0,0.2934,0.0134,43.196,demo_synthetic
F0044,2019,180,2,9,11.1111,11.1111,0.0,50.0,16.4612,23.5666,0.022,0.5407,22.0,0.1608,0.1427,11.032,demo_synthetic
F0044,2020,185,1,8,5.4054,5.4054,0.0,43.2432,17.3687,23.2573,-0.0175,0.1334,1.0,-0.3434,0.0164,6.563,demo_synthetic
F0044,2021,184,3,14,16.3043,5.4348,10.8696,76.087,13.0714,21.4463,0.0404,0.5278,12.0,0.0764,0.0133,15.456,demo_synthetic
F0044,2022,185,1,13,5.4054,5.4054,0.0,70.2703,17.5381,20.7804,0.0573,0.2564,11.0,0.4882,0.1047,9.394,demo_synthetic
F0044,2023,190,5,8,26.3158,15.7895,10.5263,42.1053,12.1156,20.2644,0.0397,0.5142,4.0,-0.0481,0.0122,14.825,demo_synthetic
F0045,2019,185,12,1,64.8649,32.4324,32.4324,5.4054,6.2694,19.9081,0.0395,0.6598,13.0,0.1549,0.0779,48.932,demo_synthetic
F0045,2020,184,10,5,54.3478,27.1739,27.1739,27.1739,9.0203,21.1745,0.0455,0.4092,23.0,-0.0334,0.0536,55.672,demo_synthetic
F0045,2021,188,17,6,90.4255,42.5532,47.8723,31.9149,5.6599,22.0878,0.0277,0.7668,1.0,-0.0367,-0.0287,59.122,demo_synthetic
F0045,2022,180,9,5,50.0,16.6667,33.3333,27.7778,10.8314,23.427,0.0786,0.3925,22.0,0.3162,0.0332,51.497,demo_synthetic
F0045,2023,182,10,5,54.9451,21.978,32.967,27.4725,10.0201,21.5236,0.0802,0.5053,10.0,0.3277,0.0916,52.98,demo_synthetic
F0046,2019,185,8,4,43.2432,21.6216,21.6216,21.6216,11.2649,20.121,0.0671,0.1433,12.0,0.3397,0.1418,49.862,demo_synthetic
F0046,2020,180,5,5,27.7778,16.6667,11.1111,27.7778,14.9749,24.4855,-0.0086,0.455,11.0,-0.2281,0.0956,47.918,demo_synthetic
F0046,2021,186,10,8,53.7634,10.7527,43.0108,43.0108,9.4379,23.6426,0.0107,0.4716,25.0,-0.2325,0.128,40.971,demo_synthetic
F0046,2022,185,12,5,64.8649,27.027,37.8378,27.027,11.5497,24.8969,0.0297,0.1745,14.0,0.1287,0.0368,46.467,demo_synthetic
F0046,2023,185,8,8,43.2432,10.8108,32.4324,43.2432,11.7972,21.6817,-0.0118,0.6356,1.0,0.3842,0.0249,40.107,demo_synthetic
F0047,2019,190,8,11,42.1053,31.5789,10.5263,57.8947,13.1102,22.3137,0.0944,0.7839,13.0,0.4283,0.0388,28.068,demo_synthetic
F0047,2020,180,5,2,27.7778,16.6667,11.1111,11.1111,12.6506,21.8012,0.0721,0.3646,18.0,0.0727,0.0346,39.364,demo_synthetic
F0047,2021,184,5,7,27.1739,21.7391,5.4348,38.0435,14.3998,22.0685,0.0364,0.2577,10.0,0.2009,0.066,34.46,demo_synthetic
F0047,2022,180,3,7,16.6667,5.5556,11.1111,38.8889,12.4709,21.2896,0.048,0.7319,22.0,0.3979,-0.0219,25.862,demo_synthetic
F0047,2023,183,4,8,21.8579,5.4645,16.3934,43.7158,14.4404,23.0219,0.049,0.5045,15.0,0.2231,-0.0385,25.988,demo_synthetic
F0048,2019,185,12,10,64.8649,37.8378,27.027,54.0541,8.2312,21.4639,0.0677,0.4601,3.0,-0.1059,-0.038,42.8,demo_synthetic
F0048,2020,177,10,3,56.4972,28.2486,28.2486,16.9492,9.1571,20.6017,0.0453,0.1746,20.0,-0.0121,0.0628,47.459,demo_synthetic
F0048,2021,180,8,1,44.4444,27.7778,16.6667,5.5556,13.8562,21.3733,0.0709,0.4191,6.0,0.1443,0.0825,51.069,demo_synthetic
F0048,2022,180,6,8,33.3333,22.2222,11.1111,44.4444,15.3013,23.3132,0.1114,0.6677,4.0,0.2184,0.04,41.128,demo_synthetic
F0048,2023,182,9,7,49.4505,27.4725,21.978,38.4615,10.301,21.2519,0.0173,0.2936,14.0,0.135,0.0419,51.125,demo_synthetic
F0049,2019,184,6,7,32.6087,10.8696,21.7391,38.0435,12.9065,23.2118,-0.0014,0.617,16.0,-0.0156,0.08,36.734,demo_synthetic
F0049,2020,177,6,4,33.8983,33.8983,0.0,22.5989,14.3014,22.9543,0.0429,0.4456,19.0,0.0739,0.0284,35.143,demo_synthetic
F0049,2021,188,11,10,58.5106,37.234,21.2766,53.1915,9.0748,21.1732,0.0064,0.3888,7.0,-0.0473,0.1037,39.216,demo_synthetic
F0049,2022,181,5,8,27.6243,16.5746,11.0497,44.1989,12.9728,21.2115,0.0078,0.3286,8.0,0.3098,0.0003,43.234,demo_synthetic
F0049,2023,179,6,8,33.5196,16.7598,16.7598,44.6927,12.914,21.5017,0.0656,0.2575,19.0,0.307,0.1048,44.228,demo_synthetic
F0050,2019,177,3,8,16.9492,11.2994,5.6497,45.1977,16.8421,22.8772,0.0839,0.5275,14.0,0.4969,0.0965,37.207,demo_synthetic
F0050,2020,180,5,9,27.7778,27.7778,0.0,50.0,14.1756,21.1889,0.0761,0.4427,12.0,0.206,0.0907,28.228,demo_synthetic
F0050,2021,181,5,9,27.6243,11.0497,16.5746,49.7238,14.4643,23.0818,0.0583,0.3566,16.0,0.341,0.0438,33.298,demo_synthetic
F0050,2022,189,11,6,58.2011,47.619,10.582,31.746,9.6262,20.4623,0.0196,0.3809,11.0,0.3331,0.0509,36.794,demo_synthetic
F0050,2023,185,4,6,21.6216,10.8108,10.8108,32.4324,15.2504,21.5563,0.0245,0.4331,18.0,0.1346,0.0022,32.919,demo_synthetic
F0051,2019,182,5,9,27.4725,16.4835,10.989,49.4505,15.0763,21.8328,0.0377,0.05,4.0,0.1263,-0.0289,34.558,demo_synthetic
F0051,2020,181,3,7,16.5746,11.0497,5.5249,38.674,15.3665,21.7377,0.0167,0.3018,22.0,0.2535,0.0117,33.282,demo_synthetic
F0051,2021,188,8,8,42.5532,26.5957,15.9574,42.5532,9.0575,21.4373,0.0258,0.7209,13.0,-0.3842,0.0859,35.267,demo_synthetic
F0051,2022,184,5,9,27.1739,21.7391,5.4348,48.913,14.3403,20.9372,0.0291,0.4611,5.0,0.1185,0.0758,36.301,demo_synthetic
F0051,2023,180,5,2,27.7778,11.1111,16.6667,11.1111,14.5112,24.5466,0.0812,0.3233,2.0,0.0031,0.0432,33.304,demo_synthetic
F0052,2019,182,8,4,43.956,16.4835,27.4725,21.978,10.2089,21.8977,0.0226,0.4818,14.0,-0.0708,0.0191,43.203,demo_synthetic
F0052,2020,183,8,6,43.7158,38.2514,5.4645,32.7869,10.3612,21.0976,0.0788,0.1806,8.0,-0.3634,0.0918,45.79,demo_synthetic
F0052,2021,189,9,4,47.619,15.873,31.746,21.164,9.5661,22.6658,0.0528,0.3967,8.0,-0.0999,0.027,45.831,demo_synthetic
F0052,2022,191,15,4,78.534,47.1204,31.4136,20.9424,6.216,22.3291,0.0312,0.2729,13.0,-0.0585,-0.0047,45.044,demo_synthetic
F0052,2023,186,10,6,53.7634,32.2581,21.5054,32.2581,12.2073,21.6214,0.0455,0.4473,13.0,-0.1221,0.0139,49.618,demo_synthetic
F0053,2019,187,7,9,37.4332,16.0428,21.3904,48.1283,10.4176,20.5411,0.0024,0.7293,16.0,-0.0019,0.0114,26.4,demo_synthetic
F0053,2020,192,2,10,10.4167,10.4167,0.0,52.0833,13.6417,19.6206,0.1186,0.2509,5.0,0.1452,0.0122,11.98,demo_synthetic
F0053,2021,190,4,15,21.0526,15.7895,5.2632,78.9474,12.6315,21.6926,0.0083,0.8936,16.0,0.0085,-0.0195,15.519,demo_synthetic
F0053,2022,193,4,7,20.7254,10.3627,10.3627,36.2694,13.2826,22.254,-0.0248,0.5725,23.0,0.1724,0.1109,23.13,demo_synthetic
F0053,2023,184,3,6,16.3043,5.4348,10.8696,32.6087,14.0733,22.8621,0.061,0.2458,4.0,0.2197,0.0041,11.925,demo_synthetic
F0054,2019,183,5,11,27.3224,16.3934,10.929,60.1093,14.9225,21.7161,0.0446,0.3767,10.0,0.1067,0.0375,19.888,demo_synthetic
F0054,2020,187,4,14,21.3904,5.3476,16.0428,74.8663,11.9759,22.4216,0.0316,0.1697,3.0,0.0444,0.0835,15.1,demo_synthetic
F0054,2021,183,1,5,5.4645,5.4645,0.0,27.3224,16.3606,23.329,0.0902,0.2357,11.0,0.2968,0.0234,19.177,demo_synthetic
F0054,2022,183,2,11,10.929,10.929,0.0,60.1093,14.8945,20.2522,0.0942,0.4223,1.0,0.2593,0.0475,18.379,demo_synthetic
F0054,2023,180,4,11,22.2222,16.6667,5.5556,61.1111,12.5161,20.8899,0.0341,0.4422,25.0,0.1946,0.0995,22.056,demo_synthetic
F0055,2019,179,6,10,33.5196,22.3464,11.1732,55.8659,14.8347,21.8135,0.0237,0.6815,5.0,0.2941,0.0532,36.915,demo_synthetic
F0055,2020,182,4,10,21.978,5.4945,16.4835,54.9451,12.023,20.2707,0.0273,0.6787,12.0,0.4472,0.0778,31.967,demo_synthetic
F0055,2021,179,6,7,33.5196,11.1732,22.3464,39.1061,10.8361,21.4575,0.1245,0.2093,9.0,0.154,0.1107,36.609,demo_synthetic
F0055,2022,181,7,6,38.674,33.1492,5.5249,33.1492,11.2691,20.3051,0.0504,0.4151,9.0,-0.021,0.1139,39.692,demo_synthetic
F0055,2023,182,9,6,49.4505,32.967,16.4835,32.967,9.1921,23.3915,0.0242,0.7162,10.0,-0.1418,0.1165,46.664,demo_synthetic
F0056,2019,185,3,12,16.2162,10.8108,5.4054,64.8649,16.7382,22.8662,0.0497,0.4248,3.0,0.0816,0.1577,13.597,demo_synthetic
F0056,2020,183,0,13,0.0,0.0,0.0,71.0383,15.2456,21.8671,0.0384,0.2895,11.0,0.2159,0.0251,17.394,demo_synthetic
F0056,2021,188,5,15,26.5957,15.9574,10.6383,79.7872,14.5591,21.6422,0.0747,0.5096,9.0,-0.3939,0.0748,18.522,demo_synthetic
F0056,2022,186,3,11,16.129,16.129,0.0,59.1398,13.8753,20.0763,-0.0227,0.1252,5.0,0.0861,-0.0075,16.002,demo_synthetic
F0056,2023,180,4,3,22.2222,11.1111,11.1111,16.6667,13.1127,20.5526,0.025,0.589,20.0,-0.0568,0.0582,16.137,demo_synthetic
F0057,2019,188,5,12,26.5957,15.9574,10.6383,63.8298,11.9003,21.1548,0.0585,0.2088,23.0,0.0836,0.0604,13.706,demo_synthetic
F0057,2020,181,3,7,16.5746,0.0,16.5746,38.674,13.5204,21.0929,-0.0106,0.5113,4.0,0.5202,-0.0499,11.521,demo_synthetic
F0057,2021,191,4,6,20.9424,15.7068,5.2356,31.4136,15.2308,19.8618,0.0952,0.4631,3.0,0.0418,0.0562,21.606,demo_synthetic
F0057,2022,182,3,11,16.4835,10.989,5.4945,60.4396,14.908,20.4177,0.0286,0.3014,8.0,-0.2798,0.0041,20.879,demo_synthetic
F0057,2023,189,3,11,15.873,10.582,5.291,58.2011,13.605,22.2176,0.0834,0.2543,20.0,-0.1054,0.1416,13.549,demo_synthetic
F0058,2019,180,2,9,11.1111,0.0,11.1111,50.0,16.171,23.5921,-0.003,0.3287,8.0,-0.1562,0.1235,14.839,demo_synthetic
F0058,2020,186,4,14,21.5054,10.7527,10.7527,75.2688,15.2203,22.229,0.0475,0.6094,6.0,0.3904,0.0974,22.131,demo_synthetic
F0058,2021,187,3,15,16.0428,5.3476,10.6952,80.2139,13.4424,19.7118,0.0852,0.5495,9.0,0.266,0.0071,13.649,demo_synthetic
F0058,2022,186,3,9,16.129,16.129,0.0,48.3871,15.4433,23.5269,0.0254,0.4512,5.0,0.083,-0.002,17.414,demo_synthetic
F0058,2023,185,5,14,27.027,10.8108,16.2162,75.6757,17.7659,23.2181,-0.0091,0.2227,14.0,0.3241,0.0869,23.871,demo_synthetic
F0059,2019,189,3,11,15.873,10.582,5.291,58.2011,14.1997,23.1863,-0.0382,0.6658,7.0,0.1358,0.0992,22.803,demo_synthetic
F0059,2020,185,4,15,21.6216,16.2162,5.4054,81.0811,13.5229,22.1396,0.0636,0.5117,5.0,0.2827,0.062,24.759,demo_synthetic
F0059,2021,186,1,13,5.3763,0.0,5.3763,69.8925,16.1333,22.2338,0.0597,0.4553,21.0,-0.0043,0.0831,14.551,demo_synthetic
F0059,2022,188,5,8,26.5957,21.2766,5.3191,42.5532,16.211,21.4364,0.1422,0.3362,14.0,0.5079,0.0686,25.565,demo_synthetic
F0059,2023,185,4,10,21.6216,10.8108,10.8108,54.0541,12.1997,20.9313,0.0323,0.3062,8.0,0.1173,-0.0187,16.184,demo_synthetic
F0060,2019,190,3,15,15.7895,5.2632,10.5263,78.9474,16.213,23.367,0.0087,0.3526,2.0,0.0705,-0.0006,10.515,demo_synthetic
F0060,2020,192,4,10,20.8333,5.2083,15.625,52.0833,13.8306,21.4977,0.0072,0.2252,6.0,-0.1402,0.0767,15.717,demo_synthetic
F0060,2021,192,2,13,10.4167,5.2083,5.2083,67.7083,17.5611,23.4886,0.0332,0.4176,2.0,0.5554,0.1104,4.648,demo_synthetic
F0060,2022,185,2,13,10.8108,5.4054,5.4054,70.2703,13.0624,22.6314,0.0375,0.512,25.0,-0.2493,0.1096,13.043,demo_synthetic
F0060,2023,184,1,13,5.4348,5.4348,0.0,70.6522,18.4923,23.6936,0.0538,0.864,6.0,-0.1002,-0.0615,9.946,demo_synthetic
F0061,2019,184,6,9,32.6087,21.7391,10.8696,48.913,15.075,22.5515,0.0303,0.2274,8.0,0.252,0.0334,30.296,demo_synthetic
F0061,2020,186,7,9,37.6344,32.2581,5.3763,48.3871,9.0728,20.3746,-0.0762,0.2768,25.0,0.1261,0.0415,35.034,demo_synthetic
F0061,2021,182,3,7,16.4835,5.4945,10.989,38.4615,13.662,22.1595,0.0597,0.8843,7.0,-0.0375,0.105,34.21,demo_synthetic
F0061,2022,187,9,7,48.1283,26.738,21.3904,37.4332,10.7571,20.9168,0.0639,0.4051,10.0,0.0475,0.0748,36.966,demo_synthetic
F0061,2023,187,5,7,26.738,21.3904,5.3476,37.4332,12.7595,21.9139,0.0708,0.8019,4.0,-0.0048,0.1062,33.402,demo_synthetic
F0062,2019,184,7,8,38.0435,16.3043,21.7391,43.4783,13.2955,23.6042,0.0165,0.5069,17.0,0.1404,0.0854,34.404,demo_synthetic
F0062,2020,185,6,8,32.4324,16.2162,16.2162,43.2432,11.6958,22.0091,0.0404,0.5561,19.0,-0.1675,0.086,30.146,demo_synthetic
F0062,2021,181,5,8,27.6243,16.5746,11.0497,44.1989,13.3449,20.5692,0.0577,0.2195,10.0,0.0231,0.0517,31.656,demo_synthetic
F0062,2022,181,4,11,22.0994,0.0,22.0994,60.7735,13.5926,22.3857,0.0509,0.6016,1.0,0.0829,0.1298,23.206,demo_synthetic
F0062,2023,181,5,7,27.6243,11.0497,16.5746,38.674,14.1804,21.7711,0.1114,0.5505,7.0,0.2263,0.0041,31.774,demo_synthetic
F0063,2019,179,1,11,5.5866,0.0,5.5866,61.4525,18.843,23.7186,0.0246,0.2602,10.0,0.3845,0.029,6.085,demo_synthetic
F0063,2020,185,1,15,5.4054,0.0,5.4054,81.0811,15.8234,21.5213,0.0795,0.5473,2.0,-0.0443,0.0399,4.0,demo_synthetic
F0063,2021,185,4,10,21.6216,10.8108,10.8108,54.0541,12.9541,21.6167,-0.0248,0.4265,17.0,-0.2312,-0.0028,17.364,demo_synthetic
F0063,2022,181,3,11,16.5746,0.0,16.5746,60.7735,11.1673,20.1774,0.0439,0.4622,14.0,0.0385,0.0181,14.33,demo_synthetic
F0063,2023,181,4,10,22.0994,11.0497,11.0497,55.2486,13.4285,22.0877,0.0581,0.05,22.0,0.0241,0.1261,19.846,demo_synthetic
F0064,2019,188,12,7,63.8298,37.234,26.5957,37.234,9.2514,21.0839,0.1154,0.7086,1.0,0.2718,0.006,54.515,demo_synthetic
F0064,2020,187,9,6,48.1283,26.738,21.3904,32.0856,10.8825,20.7908,0.0587,0.7445,25.0,0.268,0.1113,51.405,demo_synthetic
F0064,2021,188,14,3,74.4681,21.2766,53.1915,15.9574,8.6274,23.2303,0.0801,0.4723,11.0,0.102,0.0238,60.941,demo_synthetic
F0064,2022,186,7,4,37.6344,32.2581,5.3763,21.5054,13.048,22.2382,0.0784,0.2142,1.0,0.2573,0.0545,52.291,demo_synthetic
F0064,2023,181,6,7,33.1492,16.5746,16.5746,38.674,12.6217,19.5502,0.078,0.5089,13.0,0.3679,0.0316,51.422,demo_synthetic
F0065,2019,186,8,10,43.0108,26.8817,16.129,53.7634,12.4479,23.2597,0.1157,0.7565,21.0,0.3769,0.0796,36.539,demo_synthetic
F0065,2020,187,9,5,48.1283,21.3904,26.738,26.738,9.4016,21.7072,0.017,0.4781,6.0,-0.0098,-0.0167,41.58,demo_synthetic
F0065,2021,190,8,9,42.1053,21.0526,21.0526,47.3684,11.7816,23.0957,0.0601,0.2956,14.0,0.379,0.0381,34.773,demo_synthetic
F0065,2022,185,7,7,37.8378,5.4054,32.4324,37.8378,11.8219,22.2631,0.0445,0.4352,11.0,-0.1663,0.0468,46.958,demo_synthetic
F0065,2023,183,5,7,27.3224,5.4645,21.8579,38.2514,9.9098,20.7974,0.0263,0.5213,12.0,0.0946,0.1013,28.078,demo_synthetic
F0066,2019,192,10,10,52.0833,26.0417,26.0417,52.0833,14.6336,23.593,0.059,0.4805,22.0,0.3082,0.0316,36.278,demo_synthetic
F0066,2020,184,4,7,21.7391,10.8696,10.8696,38.0435,12.1347,22.4899,0.0396,0.3741,25.0,0.032,0.0489,31.371,demo_synthetic
F0066,2021,191,5,11,26.178,15.7068,10.4712,57.5916,13.7467,22.309,-0.0029,0.4178,15.0,0.1196,0.0697,29.471,demo_synthetic
F0066,2022,185,5,7,27.027,10.8108,16.2162,37.8378,12.6258,21.8735,0.0683,0.4079,7.0,0.1189,0.1258,40.593,demo_synthetic
F0066,2023,192,14,9,72.9167,52.0833,20.8333,46.875,8.8013,23.176,0.0697,0.3623,20.0,0.0826,0.0514,43.285,demo_synthetic
F0067,2019,187,5,9,26.738,21.3904,5.3476,48.1283,10.4826,20.9702,0.0023,0.4488,20.0,0.2404,0.0714,21.216,demo_synthetic
F0067,2020,188,3,7,15.9574,10.6383,5.3191,37.234,17.0007,25.0588,-0.0176,0.4363,1.0,0.3346,0.1738,21.374,demo_synthetic
F0067,2021,191,6,11,31.4136,26.178,5.2356,57.5916,10.864,19.9367,0.0841,0.4474,20.0,0.1415,0.0574,21.915,demo_synthetic
F0067,2022,188,4,6,21.2766,10.6383,10.6383,31.9149,13.7666,21.7578,0.0466,0.8212,19.0,-0.0793,0.0296,22.15,demo_synthetic
F0067,2023,185,3,10,16.2162,5.4054,10.8108,54.0541,13.2788,21.8109,0.0705,0.4244,3.0,-0.1017,0.0318,17.356,demo_synthetic
F0068,2019,180,5,7,27.7778,22.2222,5.5556,38.8889,12.3358,20.418,0.0393,0.5162,21.0,0.4207,0.1189,37.224,demo_synthetic
F0068,2020,183,7,4,38.2514,16.3934,21.8579,21.8579,12.3544,21.5027,0.0359,0.3528,9.0,0.2483,0.001,37.717,demo_synthetic
F0068,2021,182,9,8,49.4505,27.4725,21.978,43.956,10.7178,21.1201,0.0173,0.4135,4.0,0.3819,0.0358,33.159,demo_synthetic
F0068,2022,186,11,5,59.1398,16.129,43.0108,26.8817,7.7862,21.9746,0.0413,0.6851,18.0,0.268,0.0095,40.99,demo_synthetic
F0068,2023,177,5,5,28.2486,22.5989,5.6497,28.2486,13.7256,21.2422,0.0531,0.3779,5.0,0.1878,0.1136,28.926,demo_synthetic
F0069,2019,179,5,8,27.933,16.7598,11.1732,44.6927,11.638,21.112,0.0519,0.5731,15.0,0.4187,0.0529,38.493,demo_synthetic
F0069,2020,178,7,4,39.3258,28.0899,11.236,22.4719,14.156,23.7854,0.0145,0.6504,25.0,0.3626,0.0584,36.107,demo_synthetic
F0069,2021,181,4,9,22.0994,11.0497,11.0497,49.7238,15.2106,21.7674,0.0948,0.2972,3.0,0.072,0.0978,28.597,demo_synthetic
F0069,2022,178,4,5,22.4719,11.236,11.236,28.0899,10.2326,21.5388,0.0027,0.7311,24.0,0.129,-0.0144,35.355,demo_synthetic
F0069,2023,180,6,10,33.3333,11.1111,22.2222,55.5556,11.3658,21.2988,-0.0415,0.5492,7.0,-0.0562,0.0602,39.966,demo_synthetic
F0070,2019,185,6,8,32.4324,16.2162,16.2162,43.2432,13.0355,22.9181,0.0549,0.149,20.0,0.395,0.0718,31.896,demo_synthetic
F0070,2020,182,6,7,32.967,21.978,10.989,38.4615,9.7963,21.4137,0.0425,0.5129,15.0,0.306,0.0971,31.844,demo_synthetic
F0070,2021,179,4,5,22.3464,11.1732,11.1732,27.933,13.1424,19.9523,-0.0195,0.3357,9.0,0.2307,0.0118,30.58,demo_synthetic
F0070,2022,185,7,5,37.8378,16.2162,21.6216,27.027,13.7333,23.0943,0.0898,0.6217,3.0,0.2194,0.019,30.319,demo_synthetic
F0070,2023,177,4,9,22.5989,16.9492,5.6497,50.8475,14.8028,20.8444,0.0233,0.3367,11.0,0.1431,-0.0452,40.043,demo_synthetic
F0071,2019,186,10,8,53.7634,21.5054,32.2581,43.0108,7.9398,22.6467,-0.0094,0.586,15.0,0.211,-0.0004,46.297,demo_synthetic
F0071,2020,180,7,6,38.8889,38.8889,0.0,33.3333,12.704,22.0561,0.0232,0.2325,18.0,0.1465,0.0519,43.832,demo_synthetic
F0071,2021,185,15,4,81.0811,54.0541,27.027,21.6216,3.9949,20.7206,0.0066,0.6972,14.0,-0.0121,0.0804,48.348,demo_synthetic
F0071,2022,186,12,7,64.5161,37.6344,26.8817,37.6344,12.0862,22.6344,0.1032,0.2782,14.0,-0.017,0.0208,45.218,demo_synthetic
